timestamp,hour,day_of_week,weather_code,prev_density,location,vehicle_density
2024-01-01T00:00:00,0,0,1,4.239262162756731,zone1,1.8488617375060166
2024-01-01T00:00:00,0,0,0,6.514263702937884,zone2,0.0
2024-01-01T00:00:00,0,0,3,0.0,zone3,0.0
2024-01-01T00:00:00,0,0,3,19.411605741201676,zone4,13.413697845534028
2024-01-01T00:30:00,0,0,0,18.904773758101967,zone1,21.05856744599305
2024-01-01T00:30:00,0,0,3,23.2785225647314,zone2,24.595063276848308
2024-01-01T00:30:00,0,0,3,15.613437767772954,zone3,16.901547254238732
2024-01-01T00:30:00,0,0,1,3.210598341496838,zone4,4.741670553406211
2024-01-01T01:00:00,1,0,0,2.3756116372145146,zone1,4.294483527969558
2024-01-01T01:00:00,1,0,3,12.757700552501184,zone2,12.400474483318703
2024-01-01T01:00:00,1,0,3,15.208104748928863,zone3,10.12686524035927
2024-01-01T01:00:00,1,0,2,13.451505681088232,zone4,8.263247466568043
2024-01-01T01:30:00,1,0,1,7.978092944039197,zone1,0.0
2024-01-01T01:30:00,1,0,0,11.015479222904602,zone2,4.0918795963149694
2024-01-01T01:30:00,1,0,1,0.0,zone3,0.0
2024-01-01T01:30:00,1,0,0,2.010094776082099,zone4,1.7246686565914668
2024-01-01T02:00:00,2,0,2,15.17109442864563,zone1,12.415385812566672
2024-01-01T02:00:00,2,0,0,8.225473645291306,zone2,7.077256645732548
2024-01-01T02:00:00,2,0,2,5.31883309547689,zone3,14.52616948037113
2024-01-01T02:00:00,2,0,2,30.052245300318106,zone4,28.56649686919459
2024-01-01T02:30:00,2,0,0,11.416647079765212,zone1,16.34681002426724
2024-01-01T02:30:00,2,0,2,0.0,zone2,0.0
2024-01-01T02:30:00,2,0,1,0.0,zone3,0.0
2024-01-01T02:30:00,2,0,1,0.0,zone4,0.0
2024-01-01T03:00:00,3,0,0,9.300339072145844,zone1,11.569592346950635
2024-01-01T03:00:00,3,0,2,6.948049357236153,zone2,3.629617086871696
2024-01-01T03:00:00,3,0,1,9.858024164689017,zone3,3.9656480929058864
2024-01-01T03:00:00,3,0,3,14.127682231113372,zone4,16.47814375090948
2024-01-01T03:30:00,3,0,3,1.5219527428730046,zone1,5.128670512431301
2024-01-01T03:30:00,3,0,1,6.481372079840455,zone2,14.155422111871827
2024-01-01T03:30:00,3,0,0,5.902568519792388,zone3,0.0
2024-01-01T03:30:00,3,0,0,18.356521708235828,zone4,18.469084960643716
2024-01-01T04:00:00,4,0,2,13.574315024921663,zone1,12.477420613137586
2024-01-01T04:00:00,4,0,0,1.2243245778318785,zone2,3.6208814893709844
2024-01-01T04:00:00,4,0,3,23.184553205912557,zone3,19.264610148596184
2024-01-01T04:00:00,4,0,1,2.866603583672972,zone4,5.140219914483369
2024-01-01T04:30:00,4,0,2,0.0,zone1,0.0
2024-01-01T04:30:00,4,0,2,22.664984631295,zone2,20.112989298641622
2024-01-01T04:30:00,4,0,3,7.603208177891937,zone3,13.74863448421845
2024-01-01T04:30:00,4,0,0,13.58233545687535,zone4,15.051257323297568
2024-01-01T05:00:00,5,0,3,15.442899379325688,zone1,15.38001620327989
2024-01-01T05:00:00,5,0,0,20.194115363328905,zone2,14.068270119358193
2024-01-01T05:00:00,5,0,1,1.6082429275665089,zone3,0.0
2024-01-01T05:00:00,5,0,1,8.152868954703486,zone4,7.344755959120697
2024-01-01T05:30:00,5,0,3,0.0,zone1,0.07154623872544441
2024-01-01T05:30:00,5,0,3,8.911954176727336,zone2,8.297572136322058
2024-01-01T05:30:00,5,0,0,4.362845942132854,zone3,13.126039921157108
2024-01-01T05:30:00,5,0,2,24.53002433193806,zone4,19.643569925792235
2024-01-01T06:00:00,6,0,3,5.207722181734274,zone1,0.0
2024-01-01T06:00:00,6,0,2,10.827368448025462,zone2,8.644481720909221
2024-01-01T06:00:00,6,0,0,6.798740939161555,zone3,7.781052900453592
2024-01-01T06:00:00,6,0,0,6.955515041747115,zone4,6.993997721973642
2024-01-01T06:30:00,6,0,1,5.5038466216861535,zone1,11.17843052834425
