timestamp,hour,day_of_week,zone_id,historical_avg_occupancy,occupancy_rate,availability_label
2024-01-01T00:00:00,0,0,zone1,0.10478219426714358,0.02238611530066481,Tersedia
2024-01-01T00:00:00,0,0,zone2,0.4076227695822598,0.386713809070501,Tersedia
2024-01-01T00:00:00,0,0,zone3,0.4008695530986906,0.40768238593249106,Tersedia
2024-01-01T00:00:00,0,0,zone4,0.43453361073889435,0.4980079332135102,Tersedia
2024-01-01T00:30:00,0,0,zone1,0.5345950714973875,0.4726914352533167,Tersedia
2024-01-01T00:30:00,0,0,zone2,0.09883816801604561,0.17761515265951328,Tersedia
2024-01-01T00:30:00,0,0,zone3,0.15443378482896647,0.1779017094752491,Tersedia
2024-01-01T00:30:00,0,0,zone4,0.22954912170230135,0.23287681312213626,Tersedia
2024-01-01T01:00:00,1,0,zone1,0.530130212503036,0.49923900659067805,Tersedia
2024-01-01T01:00:00,1,0,zone2,0.48233800091854845,0.42211220420458223,Tersedia
2024-01-01T01:00:00,1,0,zone3,0.39216541091232937,0.37390767296864996,Tersedia
2024-01-01T01:00:00,1,0,zone4,0.08222917457538717,0.08785378347736492,Tersedia
2024-01-01T01:30:00,1,0,zone1,0.30798569320587726,0.27998033850515536,Tersedia
2024-01-01T01:30:00,1,0,zone2,0.31108108920230926,0.2633300364713129,Tersedia
2024-01-01T01:30:00,1,0,zone3,0.10136558511358106,0.10225347821652195,Tersedia
2024-01-01T01:30:00,1,0,zone4,0.3119875847776455,0.3347883410823048,Tersedia
2024-01-01T02:00:00,2,0,zone1,0.38182646710056933,0.3527559844319224,Tersedia
2024-01-01T02:00:00,2,0,zone2,0.3138795376549011,0.3227962932827837,Tersedia
2024-01-01T02:00:00,2,0,zone3,0.016362466819250743,0.14786215334224834,Tersedia
2024-01-01T02:00:00,2,0,zone4,0.1797732959990383,0.1660116471798487,Tersedia
2024-01-01T02:30:00,2,0,zone1,0.0198202083843064,0.0,Tersedia
2024-01-01T02:30:00,2,0,zone2,0.02197065322864259,0.08249128668775288,Tersedia
2024-01-01T02:30:00,2,0,zone3,0.28581792007069245,0.30003546718707796,Tersedia
2024-01-01T02:30:00,2,0,zone4,0.18437204658028367,0.2048056225607176,Tersedia
2024-01-01T03:00:00,3,0,zone1,0.06193884153381446,0.07206634287772654,Tersedia
2024-01-01T03:00:00,3,0,zone2,0.2728985748705348,0.2012914359582531,Tersedia
2024-01-01T03:00:00,3,0,zone3,0.19594592328380767,0.25462443189056805,Tersedia
2024-01-01T03:00:00,3,0,zone4,0.19576263905383057,0.16057075262508116,Tersedia
